Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,Dmu75_new, , ,[' 1'],[' 3567+'],[' 1787'],"[' 1002.243s (Solving', ' 993.81s 1st Model', ' 32.66s Unsat', ' 0.00s)']",[' 996.969s'], ,[' 333396602'],"[' 14576050 (Analyzed', ' 14323280)']","[' 26256    (Average', ' 545.52 Last', ' 26928)']",[' 3417.5  '],"[' 1787     (Average Length', ' 967.85 Splits', ' 0)']","[' 14323280 (Deleted', ' 14187904)']","[' 358      (Ratio', '   0.00%)']","[' 36790    (Ratio', '   0.26%)']","[' 14323280 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14323280 (Average', ' 22.94 Max', ' 3255 Sum', ' 328511778)']","[' 14322736 (Average', ' 22.90 Max', ' 3145 Sum', ' 327934519 Ratio', '  99.82%)']","[' 544      (Average', ' 1061.14 Max', ' 1271 Sum', ' 577259 Ratio', '   0.18%)']", ,[' 92837   '],[' 6013    '],[' 86662   '],[' 39242   '],"[' 115435   (Atom=Atom', ' 30098 Body=Body', ' 20069 Other', ' 65268)']",[' Yes'],"[' 7973     (Eliminated', '    0 Frozen', ' 7973)']","[' 5555     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.79678'],[' 0'], ,[' 534.542'],[' 0'],[' 27.3121'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10996e+09'],[' 9.29778e+08'],[' 0'],[' 2.87381e+10'],[' 0'],[' 0'],[' 2006 '],[' 4103 '],[' 6451 '],[' 3 '],[' 0 ']
Solving...,TA51, , ,[' 1'],[' 3407+'],[' 1707'],"[' 1002.143s (Solving', ' 994.21s 1st Model', ' 93.91s Unsat', ' 0.00s)']",[' 998.703s'], ,[' 342922378'],"[' 15015164 (Analyzed', ' 14672911)']","[' 26181    (Average', ' 560.44 Last', ' 136394)']",[' 3496.3  '],"[' 1707     (Average Length', ' 926.88 Splits', ' 0)']","[' 14672911 (Deleted', ' 14536887)']","[' 268      (Ratio', '   0.00%)']","[' 39766    (Ratio', '   0.27%)']","[' 14672911 (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14672911 (Average', ' 23.02 Max', ' 3410 Sum', ' 337697410)']","[' 14672433 (Average', ' 22.98 Max', ' 3238 Sum', ' 337208970 Ratio', '  99.86%)']","[' 478      (Average', ' 1021.84 Max', ' 1208 Sum', ' 488440 Ratio', '   0.14%)']", ,[' 94132   '],[' 6207    '],[' 87696   '],[' 40222   '],"[' 118315   (Atom=Atom', ' 30794 Body=Body', ' 20651 Other', ' 66870)']",[' Yes'],"[' 8048     (Eliminated', '    0 Frozen', ' 8048)']","[' 5276     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.73204'],[' 0'], ,[' 509.591'],[' 0'],[' 26.8195'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.20226e+09'],[' 1.00785e+09'],[' 0'],[' 2.63581e+10'],[' 0'],[' 0'],[' 1079 '],[' 2019 '],[' 3558 '],[' 3 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3251+'],[' 1629'],"[' 1002.114s (Solving', ' 994.10s 1st Model', ' 34.33s Unsat', ' 0.00s)']",[' 996.719s'], ,[' 354855142'],"[' 13629525 (Analyzed', ' 13374636)']","[' 24540    (Average', ' 545.01 Last', ' 64286)']",[' 3425.6  '],"[' 1629     (Average Length', ' 856.66 Splits', ' 0)']","[' 13374636 (Deleted', ' 13246636)']","[' 323      (Ratio', '   0.00%)']","[' 38572    (Ratio', '   0.29%)']","[' 13374636 (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13374636 (Average', ' 26.17 Max', ' 3325 Sum', ' 349998571)']","[' 13374117 (Average', ' 26.13 Max', ' 3258 Sum', ' 349525316 Ratio', '  99.86%)']","[' 519      (Average', ' 911.86 Max', ' 1015 Sum', ' 473255 Ratio', '   0.14%)']", ,[' 93224   '],[' 6098    '],[' 86773   '],[' 39535   '],"[' 116324   (Atom=Atom', ' 30280 Body=Body', ' 20324 Other', ' 65720)']",[' Yes'],"[' 7842     (Eliminated', '    0 Frozen', ' 7842)']","[' 5594     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.7359'],[' 0'], ,[' 504.573'],[' 0'],[' 27.8457'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.23014e+09'],[' 1.0354e+09'],[' 0'],[' 2.67654e+10'],[' 0'],[' 0'],[' 1067 '],[' 2007 '],[' 3261 '],[' 3 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 3207+'],[' 1607'],"[' 1001.994s (Solving', ' 994.52s 1st Model', ' 34.98s Unsat', ' 0.00s)']",[' 998.125s'], ,[' 304464684'],"[' 18705820 (Analyzed', ' 18304101)']","[' 32595    (Average', ' 561.56 Last', ' 296288)']",[' 3448.4  '],"[' 1607     (Average Length', ' 868.13 Splits', ' 0)']","[' 18304101 (Deleted', ' 18110817)']","[' 259      (Ratio', '   0.00%)']","[' 31598    (Ratio', '   0.17%)']","[' 18304101 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18304101 (Average', ' 16.36 Max', ' 3236 Sum', ' 299420610)']","[' 18303579 (Average', ' 16.33 Max', ' 3106 Sum', ' 298939160 Ratio', '  99.84%)']","[' 522      (Average', ' 922.32 Max', ' 1884 Sum', ' 481450 Ratio', '   0.16%)']", ,[' 92497   '],[' 6002    '],[' 86099   '],[' 39010   '],"[' 114755   (Atom=Atom', ' 29874 Body=Body', ' 20036 Other', ' 64845)']",[' Yes'],"[' 7741     (Eliminated', '    0 Frozen', ' 7741)']","[' 5331     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.62482'],[' 0'], ,[' 561.311'],[' 0'],[' 26.3636'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.86703e+08'],[' 8.10853e+08'],[' 0'],[' 3.09162e+10'],[' 0'],[' 0'],[' 951 '],[' 1858 '],[' 3147 '],[' 3 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3421+'],[' 1714'],"[' 1002.228s (Solving', ' 993.84s 1st Model', ' 48.44s Unsat', ' 0.00s)']",[' 998.078s'], ,[' 359290751'],"[' 11889175 (Analyzed', ' 11623528)']","[' 21839    (Average', ' 532.24 Last', ' 146425)']",[' 3452.0  '],"[' 1714     (Average Length', ' 907.43 Splits', ' 0)']","[' 11623528 (Deleted', ' 11506465)']","[' 338      (Ratio', '   0.00%)']","[' 42394    (Ratio', '   0.36%)']","[' 11623528 (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11623528 (Average', ' 30.49 Max', ' 3327 Sum', ' 354382128)']","[' 11622980 (Average', ' 30.44 Max', ' 3169 Sum', ' 353858820 Ratio', '  99.85%)']","[' 548      (Average', ' 954.94 Max', ' 1098 Sum', ' 523308 Ratio', '   0.15%)']", ,[' 93624   '],[' 6136    '],[' 87258   '],[' 39768   '],"[' 117088   (Atom=Atom', ' 30517 Body=Body', ' 20438 Other', ' 66133)']",[' Yes'],"[' 7960     (Eliminated', '    0 Frozen', ' 7960)']","[' 6485     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.83843'],[' 0'], ,[' 483.972'],[' 0'],[' 27.3928'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33098e+09'],[' 1.13288e+09'],[' 0'],[' 2.54037e+10'],[' 0'],[' 0'],[' 976 '],[' 1985 '],[' 3179 '],[' 3 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 3261+'],[' 1634'],"[' 1002.058s (Solving', ' 994.38s 1st Model', ' 79.23s Unsat', ' 0.00s)']",[' 998.281s'], ,[' 367424013'],"[' 11203917 (Analyzed', ' 10851562)']","[' 21012    (Average', ' 516.45 Last', ' 93950)']",[' 3468.6  '],"[' 1634     (Average Length', ' 864.32 Splits', ' 0)']","[' 10851562 (Deleted', ' 10746174)']","[' 419      (Ratio', '   0.00%)']","[' 41350    (Ratio', '   0.38%)']","[' 10851562 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10851562 (Average', ' 33.40 Max', ' 3469 Sum', ' 362403354)']","[' 10851080 (Average', ' 33.35 Max', ' 3211 Sum', ' 361946388 Ratio', '  99.87%)']","[' 482      (Average', ' 948.06 Max', ' 1062 Sum', ' 456966 Ratio', '   0.13%)']", ,[' 93153   '],[' 6086    '],[' 86722   '],[' 39475   '],"[' 116154   (Atom=Atom', ' 30237 Body=Body', ' 20288 Other', ' 65629)']",[' Yes'],"[' 7840     (Eliminated', '    0 Frozen', ' 7840)']","[' 5583     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.66896'],[' 0'], ,[' 463.16'],[' 0'],[' 27.6818'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41501e+09'],[' 1.19758e+09'],[' 0'],[' 2.19463e+10'],[' 0'],[' 0'],[' 990 '],[' 1952 '],[' 3136 '],[' 3 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 3173+'],[' 1590'],"[' 1002.049s (Solving', ' 994.43s 1st Model', ' 16.38s Unsat', ' 0.00s)']",[' 992.516s'], ,[' 295283907'],"[' 16875121 (Analyzed', ' 16550209)']","[' 30283    (Average', ' 546.52 Last', ' 11154)']",[' 3357.0  '],"[' 1590     (Average Length', ' 853.47 Splits', ' 0)']","[' 16550209 (Deleted', ' 16385866)']","[' 336      (Ratio', '   0.00%)']","[' 35273    (Ratio', '   0.21%)']","[' 16550209 (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16550209 (Average', ' 17.56 Max', ' 3296 Sum', ' 290579396)']","[' 16549690 (Average', ' 17.53 Max', ' 3097 Sum', ' 290091177 Ratio', '  99.83%)']","[' 519      (Average', ' 940.69 Max', ' 2867 Sum', ' 488219 Ratio', '   0.17%)']", ,[' 92592   '],[' 6027    '],[' 86176   '],[' 39089   '],"[' 115104   (Atom=Atom', ' 29957 Body=Body', ' 20111 Other', ' 65036)']",[' Yes'],"[' 7746     (Eliminated', '    0 Frozen', ' 7746)']","[' 5367     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.6483'],[' 0'], ,[' 576.523'],[' 0'],[' 26.6275'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.08518e+08'],[' 7.46598e+08'],[' 0'],[' 3.10337e+10'],[' 0'],[' 0'],[' 1074 '],[' 2117 '],[' 3200 '],[' 3 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 2887+'],[' 1447'],"[' 1001.912s (Solving', ' 994.89s 1st Model', ' 24.27s Unsat', ' 0.00s)']",[' 988.406s'], ,[' 293044711'],"[' 18294637 (Analyzed', ' 17944271)']","[' 33296    (Average', ' 538.93 Last', ' 33097)']",[' 3422.7  '],"[' 1447     (Average Length', ' 781.30 Splits', ' 0)']","[' 17944271 (Deleted', ' 17765416)']","[' 313      (Ratio', '   0.00%)']","[' 34183    (Ratio', '   0.19%)']","[' 17944271 (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17944271 (Average', ' 16.06 Max', ' 3205 Sum', ' 288220746)']","[' 17943733 (Average', ' 16.04 Max', ' 3181 Sum', ' 287773674 Ratio', '  99.84%)']","[' 538      (Average', ' 830.99 Max', ' 941 Sum', ' 447072 Ratio', '   0.16%)']", ,[' 92547   '],[' 6030    '],[' 85987   '],[' 38997   '],"[' 114709   (Atom=Atom', ' 29826 Body=Body', ' 20120 Other', ' 64763)']",[' Yes'],"[' 7623     (Eliminated', '    0 Frozen', ' 7623)']","[' 5371     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.47467'],[' 0'], ,[' 565.362'],[' 0'],[' 26.4587'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.06022e+08'],[' 7.4247e+08'],[' 0'],[' 3.01028e+10'],[' 0'],[' 0'],[' 1087 '],[' 2260 '],[' 3483 '],[' 3 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 3379+'],[' 1693'],"[' 1002.122s (Solving', ' 994.26s 1st Model', ' 47.12s Unsat', ' 0.00s)']",[' 995.672s'], ,[' 358157980'],"[' 13911522 (Analyzed', ' 13697890)']","[' 24764    (Average', ' 553.14 Last', ' 67404)']",[' 3406.3  '],"[' 1693     (Average Length', ' 894.97 Splits', ' 0)']","[' 13697890 (Deleted', ' 13564156)']","[' 374      (Ratio', '   0.00%)']","[' 39089    (Ratio', '   0.29%)']","[' 13697890 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13697890 (Average', ' 25.80 Max', ' 3295 Sum', ' 353389570)']","[' 13697377 (Average', ' 25.76 Max', ' 3220 Sum', ' 352886524 Ratio', '  99.86%)']","[' 513      (Average', ' 980.60 Max', ' 1100 Sum', ' 503046 Ratio', '   0.14%)']", ,[' 93010   '],[' 6058    '],[' 86669   '],[' 39380   '],"[' 115905   (Atom=Atom', ' 30184 Body=Body', ' 20204 Other', ' 65517)']",[' Yes'],"[' 7878     (Eliminated', '    0 Frozen', ' 7878)']","[' 5590     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.72761'],[' 0'], ,[' 500.577'],[' 0'],[' 27.3091'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24128e+09'],[' 1.04187e+09'],[' 0'],[' 2.7265e+10'],[' 0'],[' 0'],[' 1011 '],[' 2108 '],[' 3278 '],[' 3 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 3299+'],[' 1653'],"[' 1002.279s (Solving', ' 994.24s 1st Model', ' 26.74s Unsat', ' 0.00s)']",[' 998.281s'], ,[' 336686746'],"[' 17152853 (Analyzed', ' 16760132)']","[' 29434    (Average', ' 569.41 Last', ' 42042)']",[' 3407.9  '],"[' 1653     (Average Length', ' 891.51 Splits', ' 0)']","[' 16760132 (Deleted', ' 16596965)']","[' 313      (Ratio', '   0.00%)']","[' 37249    (Ratio', '   0.22%)']","[' 16760132 (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16760132 (Average', ' 19.79 Max', ' 3304 Sum', ' 331661270)']","[' 16759615 (Average', ' 19.76 Max', ' 3126 Sum', ' 331159744 Ratio', '  99.85%)']","[' 517      (Average', ' 970.07 Max', ' 1150 Sum', ' 501526 Ratio', '   0.15%)']", ,[' 93226   '],[' 6079    '],[' 86809   '],[' 39489   '],"[' 116081   (Atom=Atom', ' 30228 Body=Body', ' 20267 Other', ' 65586)']",[' Yes'],"[' 7854     (Eliminated', '    0 Frozen', ' 7854)']","[' 5600     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.69519'],[' 0'], ,[' 530.506'],[' 0'],[' 26.9909'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13005e+09'],[' 9.37704e+08'],[' 0'],[' 2.88484e+10'],[' 0'],[' 0'],[' 958 '],[' 1909 '],[' 3316 '],[' 3 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 3373+'],[' 1690'],"[' 1002.171s (Solving', ' 994.32s 1st Model', ' 81.95s Unsat', ' 0.00s)']",[' 994.547s'], ,[' 352691205'],"[' 12016844 (Analyzed', ' 11810161)']","[' 21611    (Average', ' 546.49 Last', ' 336817)']",[' 3367.2  '],"[' 1690     (Average Length', ' 893.45 Splits', ' 0)']","[' 11810161 (Deleted', ' 11695651)']","[' 316      (Ratio', '   0.00%)']","[' 40920    (Ratio', '   0.35%)']","[' 11810161 (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11810161 (Average', ' 29.47 Max', ' 3233 Sum', ' 348100650)']","[' 11809622 (Average', ' 29.43 Max', ' 3176 Sum', ' 347576551 Ratio', '  99.85%)']","[' 539      (Average', ' 972.35 Max', ' 1111 Sum', ' 524099 Ratio', '   0.15%)']", ,[' 92904   '],[' 6044    '],[' 86548   '],[' 39301   '],"[' 115610   (Atom=Atom', ' 30125 Body=Body', ' 20162 Other', ' 65323)']",[' Yes'],"[' 7845     (Eliminated', '    0 Frozen', ' 7845)']","[' 5349     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.68091'],[' 0'], ,[' 478.983'],[' 0'],[' 28.284'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.29265e+09'],[' 1.09375e+09'],[' 0'],[' 2.15355e+10'],[' 0'],[' 0'],[' 970 '],[' 1914 '],[' 3013 '],[' 3 '],[' 0 ']
